year,month,country,female,male,total
2015,Agosto,Montserrat/Territorio Británico de Ultramar,0,1,1
2015,Septiembre,Nicaragua,120,155,275
2015,Julio,Singapur,13,38,51
2015,Agosto,Islas Turcas y Caicos/Territorio Británico de Ultramar,0,1,1
2015,Agosto,Bélgica,275,471,746
2015,Agosto,Dinamarca,77,145,222
2015,Septiembre,Kazajistán,4,2,6
2015,Septiembre,Bosnia y Herzegovina,0,3,3
2015,Agosto,Kuwait,1,6,7
2015,Julio,República de Armenia,1,2,3
2015,Agosto,Zambia,0,1,1
2015,Septiembre,Pakistán,4,14,18
2015,Agosto,República CentroÁfricana,5,0,5
2015,Septiembre,Kiribati,0,5,5
2015,Agosto,Singapur,17,28,45
2015,Agosto,Ghana,2,14,16
2015,Julio,Kazajistán,12,2,14
2015,Julio,República Dominicana,494,809,1303
2015,Septiembre,Azerbaiyán,1,8,9
2015,Agosto,Guyana,12,17,29
2015,Septiembre,Sudán,0,4,4
2015,Septiembre,Uganda,2,8,10
2015,Agosto,Perú,5665,7176,12841
2015,Julio,Iraq,1,8,9
2015,Agosto,República Democrática del Congo,1,2,3
2015,Agosto,Eslovaquia,18,20,38
2015,Agosto,Luxemburgo,13,17,30
2015,Septiembre,El Salvador,814,1056,1870
2015,Julio,España,3518,7030,10548
2015,Julio,Islas Fiji,0,1,1
2015,Julio,Federación de Rusia,173,213,386
2015,Agosto,Antigua y Barbuda,1,10,11
2015,Septiembre,Hungría,27,56,83
2015,Julio,Jordania,3,2,5
2015,Julio,Rumania,65,86,151
2015,Julio,Lituania,24,18,42
2015,Julio,Madagascar,1,0,1
2015,Agosto,Letonia,11,10,21
2015,Agosto,Jamaica,28,43,71
2015,Septiembre,México,4627,8692,13319
2015,Septiembre,Argelia,2,9,11
2015,Septiembre,Santa Lucia,4,8,12
2015,Julio,Chile,4313,5159,9472
2015,Septiembre,Nepal,3,7,10
2015,Septiembre,Jamaica,22,63,85
2015,Septiembre,China,340,855,1195
2015,Julio,Croacia,7,52,59
2015,Agosto,Liechtenstein,0,3,3
2015,Septiembre,Níger,0,2,2
2015,Agosto,Lituania,21,24,45
2015,Septiembre,Georgia,2,10,12
2015,Julio,Sudán,2,10,12
2015,Septiembre,Bolivia,573,718,1291
2015,Agosto,Irán,4,20,24
2015,Julio,Arabia Saudita,2,18,20
2015,Agosto,República Dominicana,705,941,1646
2015,Julio,Azerbaiyán,2,6,8
2015,Julio,República de Irlanda,196,285,481
2015,Septiembre,Luxemburgo,9,8,17
2015,Septiembre,India,90,585,675
2015,Agosto,Ecuador,7444,9358,16802
2015,Agosto,Nigeria,13,13,26
2015,Septiembre,Mónaco,1,1,2
2015,Agosto,México,5265,9645,14910
2015,Septiembre,Zambia,6,8,14
2015,Agosto,Botsuana,1,1,2
2015,Agosto,Paraguay,275,234,509
2015,Septiembre,Myanmar,0,1,1
2015,Septiembre,Burundi,0,1,1
2015,Septiembre,Islas Caimán/Territorio Británico de Ultramar,0,3,3
2015,Agosto,Bulgaria,21,23,44
2015,Agosto,Zimbabue,0,6,6
2015,Julio,Comoras,0,1,1
2015,Julio,Rwanda,2,1,3
2015,Septiembre,Chile,4077,5182,9259
2015,Agosto,Francia,2166,3409,5575
2015,Julio,Mauricio,2,6,8
2015,Septiembre,Samoa Occidental,1,0,1
2015,Julio,Sudáfrica,78,121,199
2015,Agosto,República de Belarús,7,4,11
2015,Septiembre,Serbia,3,9,12
2015,Julio,San  Vicente y las Granadinas,4,2,6
2015,Septiembre,República de Moldavia,0,1,1
2015,Julio,República de Tayikistán,1,1,2
2015,Julio,República Checa,47,92,139
2015,Julio,Taiwán,78,84,162
2015,Agosto,Ucrania,22,39,61
2015,Septiembre,Andorra,2,10,12
2015,Agosto,Costa Rica,958,1436,2394
2015,Septiembre,Mozambique,3,8,11
2015,Agosto,Líbano,26,41,67
2015,Septiembre,Belice,5,15,20
2015,Septiembre,Polonia,133,228,361
2015,Julio,Albania,2,6,8
2015,Septiembre,Guinea,0,2,2
2015,Julio,Mónaco,0,1,1
2015,Septiembre,Eslovenia,24,23,47
2015,Agosto,Argentina,4203,5839,10042
2015,Julio,El Salvador,815,1026,1841
2015,Julio,Bélgica,497,683,1180
2015,Septiembre,Alemania,1614,2517,4131
2015,Julio,Suecia,244,359,603
2015,Julio,Papúa Nueva Guinea,0,1,1
2015,Agosto,República de Moldavia,4,1,5
2015,Julio,Camerún,2,3,5
2015,Agosto,Guinea,0,1,1
2015,Agosto,Madagascar,1,0,1
2015,Julio,Macedonia,4,5,9
2015,Septiembre,Barbados,3,12,15
2015,Septiembre,San  Vicente y las Granadinas,0,4,4
2015,Julio,Somalia,0,1,1
2015,Agosto,Benín,0,2,2
2015,Julio,Egipto,17,37,54
2015,Septiembre,Lituania,25,17,42
2015,Julio,Brasil,5189,6238,11427
2015,Agosto,Papúa Nueva Guinea,1,2,3
2015,Julio,Noruega,218,258,476
2015,Septiembre,Venezuela,12982,14115,27097
2015,Julio,Hungría,43,63,106
2015,Agosto,Uruguay,387,635,1022
2015,Agosto,Guinea Ecuatorial,0,1,1
2015,Agosto,Santa Sede/Ciudad del Vaticano,0,2,2
2015,Septiembre,Qatar,1,8,9
2015,Julio,Kiribati,0,1,1
2015,Agosto,India,90,584,674
2015,Agosto,Pakistán,7,24,31
2015,Julio,Surinam,21,26,47
2015,Agosto,Chipre,6,10,16
2015,Julio,Granada,2,6,8
2015,Julio,Kirguistán,2,0,2
2015,Julio,Bolivia,661,711,1372
2015,Septiembre,Santa Sede/Ciudad del Vaticano,0,1,1
2015,Agosto,Marruecos,4,13,17
2015,Septiembre,Marruecos,12,20,32
2015,Julio,Afganistán,0,1,1
2015,Agosto,Qatar,0,3,3
2015,Agosto,Aruba,2,0,2
2015,Septiembre,Bélgica,171,376,547
2015,Julio,Micronesia,0,1,1
2015,Septiembre,República de Corea,191,495,686
2015,Agosto,Panamá,2333,2974,5307
2015,Julio,Islas Caimán/Territorio Británico de Ultramar,9,9,18
2015,Septiembre,Nueva Zelanda,65,120,185
2015,Julio,Mozambique,0,2,2
2015,Julio,Islandia,6,6,12
2015,Septiembre,Túnez,7,11,18
2015,Agosto,Estados Unidos de América,15113,25198,40311
2015,Agosto,Vietnam,9,9,18
2015,Julio,Ucrania,41,57,98
2015,Julio,Camboya,1,0,1
2015,Julio,Jamaica,54,74,128
2015,Julio,Liechtenstein,6,1,7
2015,Septiembre,Perú,5043,6217,11260
2015,Julio,Reino Unido de Gran Bretaña e Irlanda del Norte,1619,2808,4427
2015,Septiembre,Estonia,7,7,14
2015,Julio,Libia,0,1,1
2015,Julio,Mongolia,0,1,1
2015,Agosto,Dominica,0,9,9
2015,Agosto,Belice,10,27,37
2015,Agosto,República Árabe Siria,1,2,3
2015,Agosto,Túnez,2,5,7
2015,Julio,Lesoto,1,2,3
2015,Septiembre,Paraguay,313,363,676
2015,Septiembre,Maldivas,0,3,3
2015,Agosto,Suiza,488,702,1190
2015,Julio,Sierra Leona,0,1,1
2015,Septiembre,Kenia,15,24,39
2015,Septiembre,Croacia,19,45,64
2015,Julio,Puerto Rico/Territorio de Estados Unidos,1,1,2
2015,Julio,Letonia,20,23,43
2015,Septiembre,Antigua y Barbuda,1,12,13
2015,Agosto,Afganistán,0,1,1
2015,Julio,San Cristóbal y Nevis,6,9,15
2015,Julio,Ecuador,5835,7671,13506
2015,Julio,Antigua y Barbuda,3,16,19
2015,Septiembre,Portugal,283,628,911
2015,Septiembre,Irán,5,18,23
2015,Septiembre,Federación de Rusia,190,291,481
2015,Septiembre,Turquía,40,144,184
2015,Julio,Zimbabue,3,4,7
2015,Agosto,Uzbekistán,2,0,2
2015,Julio,Suiza,923,1292,2215
2015,Julio,Chipre,3,10,13
2015,Septiembre,República Dominicana,567,866,1433
2015,Julio,Israel,216,799,1015
2015,Julio,Portugal,286,677,963
2015,Septiembre,Guyana,7,18,25
2015,Julio,Uruguay,330,580,910
2015,Julio,Italia,934,2319,3253
2015,Agosto,Grecia,45,79,124
2015,Septiembre,Omán,0,5,5
2015,Julio,Montserrat/Territorio Británico de Ultramar,1,0,1
2015,Septiembre,Camboya,3,3,6
2015,Septiembre,Bahréin,3,14,17
2015,Julio,Alemania,2294,2957,5251
2015,Julio,Montenegro,2,2,4
2015,Julio,Georgia,4,7,11
2015,Septiembre,Benín,0,8,8
2015,Septiembre,República Árabe Siria,0,5,5
2015,Agosto,Portugal,345,609,954
2015,Agosto,Emiratos Árabes,1,8,9
2015,Julio,Andorra,0,9,9
2015,Agosto,República de Kosovo,1,0,1
2015,Septiembre,Taiwán,73,112,185
2015,Julio,Pakistán,4,13,17
2015,Septiembre,República Árabe de Yemen,0,1,1
2015,Julio,Nueva Zelanda,116,164,280
2015,Julio,Nicaragua,72,137,209
2015,Julio,Senegal,4,5,9
2015,Agosto,Bosnia y Herzegovina,0,1,1
2015,Septiembre,Bulgaria,32,32,64
2015,Julio,Estonia,9,18,27
2015,Agosto,Barbados,10,9,19
2015,Julio,Etiopia,15,18,33
2015,Agosto,Eslovenia,13,31,44
2015,Julio,Gabón,0,1,1
2015,Agosto,Cuba,273,473,746
2015,Agosto,Haití,5,14,19
2015,Septiembre,Botsuana,1,2,3
2015,Septiembre,Camerún,1,10,11
2015,Agosto,Alemania,2597,3213,5810
2015,Septiembre,Australia,435,636,1071
2015,Septiembre,Hong Kong,4,1,5
2015,Agosto,Suecia,138,229,367
2015,Julio,Togo,0,1,1
2015,Septiembre,Bután,1,1,2
2015,Agosto,Senegal,1,4,5
2015,Julio,Sin especificar,43,111,154
2015,Septiembre,Panamá,2617,2847,5464
2015,Agosto,Mauricio,0,1,1
2015,Agosto,España,4088,7175,11263
2015,Julio,República de Corea,304,550,854
2015,Julio,Malasia,22,36,58
2015,Agosto,Austria,228,320,548
2015,Septiembre,Seychelles,2,1,3
2015,Septiembre,Egipto,4,33,37
2015,Agosto,Omán,0,2,2
2015,Agosto,Australia,412,649,1061
2015,Septiembre,Vietnam,2,5,7
2015,Agosto,Santa Lucia,3,9,12
2015,Agosto,Turquía,47,107,154
2015,Julio,Botsuana,1,5,6
2015,Agosto,San Marino,0,1,1
2015,Julio,Túnez,2,17,19
2015,Julio,Cuba,258,418,676
2015,Julio,Bangladesh,0,1,1
2015,Agosto,Mongolia,4,3,7
2015,Agosto,Brasil,4061,5928,9989
2015,Agosto,Bolivia,638,737,1375
2015,Julio,Uganda,2,5,7
2015,Julio,Japón,183,608,791
2015,Julio,Grecia,56,92,148
2015,Julio,Honduras,292,428,720
2015,Julio,Belice,11,18,29
2015,Agosto,Estonia,5,6,11
2015,Agosto,Gabón,0,1,1
2015,Agosto,Serbia,12,22,34
2015,Julio,Luxemburgo,13,9,22
2015,Agosto,Rumania,54,83,137
2015,Septiembre,Japón,225,547,772
2015,Septiembre,Namibia,1,2,3
2015,Agosto,Costa de Marfil,0,3,3
2015,Julio,Marruecos,6,26,32
2015,Agosto,Reino Unido de Gran Bretaña e Irlanda del Norte,1353,2472,3825
2015,Septiembre,Italia,995,2243,3238
2015,Agosto,Azerbaiyán,0,3,3
2015,Septiembre,Uzbekistán,1,1,2
2015,Septiembre,Suazilandia,0,2,2
2015,Septiembre,Filipinas,39,178,217
2015,Septiembre,Kirguistán,0,2,2
2015,Septiembre,Estados Unidos de América,10252,20358,30610
2015,Agosto,Angola,0,1,1
2015,Agosto,Etiopia,1,1,2
2015,Julio,Liberia,0,1,1
2015,Julio,Santa Lucia,6,6,12
2015,Septiembre,República de Irlanda,90,253,343
2015,Septiembre,Suecia,143,275,418
2015,Agosto,Islandia,3,8,11
2015,Agosto,Finlandia,44,50,94
2015,Julio,Bulgaria,20,31,51
2015,Julio,Haití,9,26,35
2015,Septiembre,Guinea Ecuatorial,0,1,1
2015,Septiembre,Surinam,25,28,53
2015,Agosto,Camboya,1,3,4
2015,Septiembre,Francia,1151,2241,3392
2015,Julio,Trinidad y Tobago,86,109,195
2015,Julio,Guinea Ecuatorial,1,1,2
2015,Julio,Paraguay,167,157,324
2015,Agosto,Camerún,0,7,7
2015,Septiembre,República de Armenia,1,4,5
2015,Agosto,Polonia,160,193,353
2015,Agosto,Argelia,3,10,13
2015,Julio,Filipinas,40,199,239
2015,Septiembre,Jordania,7,16,23
2015,Julio,Burkina Faso,1,1,2
2015,Agosto,Países Bajos,1296,1980,3276
2015,Julio,Guyana,6,18,24
2015,Agosto,Islas Fiji,0,2,2
2015,Septiembre,Costa de Marfil,2,11,13
2015,Julio,Zambia,0,3,3
2015,Agosto,Sin especificar,65,128,193
2015,Septiembre,Albania,3,3,6
2015,Julio,Indonesia,21,36,57
2015,Agosto,Mónaco,2,3,5
2015,Septiembre,Eritrea,2,1,3
2015,Septiembre,Honduras,344,554,898
2015,Agosto,Surinam,23,25,48
2015,Julio,Nepal,2,8,10
2015,Agosto,Malawi,3,5,8
2015,Septiembre,Gambia,0,1,1
2015,Septiembre,Ghana,1,14,15
2015,Agosto,Italia,1274,3092,4366
2015,Julio,Malta,4,4,8
2015,Julio,Canadá,1361,2013,3374
2015,Septiembre,Países Bajos,1155,1909,3064
2015,Julio,México,6422,10044,16466
2015,Julio,Guatemala,539,1097,1636
2015,Julio,Nigeria,4,15,19
2015,Agosto,Malí,0,2,2
2015,Julio,Angola,1,4,5
2015,Septiembre,Dominica,0,2,2
2015,Julio,Bermudas/Territorio Británico de Ultramar,3,7,10
2015,Septiembre,Ucrania,24,33,57
2015,Julio,República de Belarús,4,12,16
2015,Julio,Namibia,1,4,5
2015,Julio,Costa de Marfil,1,3,4
2015,Septiembre,Suiza,332,628,960
2015,Septiembre,Palestina,6,6,12
2015,Septiembre,Sin especificar,78,170,248
2015,Julio,Bahréin,6,7,13
2015,Septiembre,Rumania,56,89,145
2015,Septiembre,Etiopia,5,7,12
2015,Agosto,Kenia,4,20,24
2015,Agosto,Lesoto,1,0,1
2015,Septiembre,Bermudas/Territorio Británico de Ultramar,0,2,2
2015,Julio,Islas Turcas y Caicos/Territorio Británico de Ultramar,1,0,1
2015,Agosto,Bangladesh,1,4,5
2015,Agosto,República de Armenia,2,2,4
2015,Septiembre,Arabia Saudita,2,23,25
2015,Agosto,Islas Vírgenes Británicas/Territorio Británico de Ultramar,0,1,1
2015,Agosto,Andorra,3,10,13
2015,Septiembre,Sudáfrica,49,118,167
2015,Agosto,Federación de Rusia,193,215,408
2015,Septiembre,Islandia,4,8,12
2015,Julio,Seychelles,0,1,1
2015,Septiembre,Madagascar,0,6,6
2015,Agosto,Bahréin,0,3,3
2015,Agosto,Arabia Saudita,0,11,11
2015,Agosto,El Salvador,1149,1259,2408
2015,Julio,Líbano,18,32,50
2015,Agosto,Israel,226,771,997
2015,Agosto,Noruega,88,154,242
2015,Julio,Chad,0,2,2
2015,Septiembre,Chipre,4,6,10
2015,Agosto,Hong Kong,2,3,5
2015,Julio,Tailandia,8,8,16
2015,Septiembre,Guatemala,593,1266,1859
2015,Agosto,Egipto,12,27,39
2015,Agosto,Hungría,31,29,60
2015,Agosto,Filipinas,50,264,314
2015,Septiembre,San Cristóbal y Nevis,1,2,3
2015,Agosto,Sri Lanka,0,2,2
2015,Agosto,Chile,4390,5698,10088
2015,Septiembre,Singapur,21,22,43
2015,Agosto,Nepal,0,4,4
2015,Julio,Argelia,1,20,21
2015,Septiembre,Aruba,2,2,4
2015,Agosto,Malta,5,7,12
2015,Julio,Turquía,54,186,240
2015,Julio,Perú,6018,6942,12960
2015,Septiembre,Burkina Faso,1,1,2
2015,Septiembre,República Democrática del Congo,4,5,9
2015,Julio,Vietnam,6,4,10
2015,Julio,Países Bajos,2254,2920,5174
2015,Septiembre,Israel,199,646,845
2015,Julio,Panamá,2047,2633,4680
2015,Agosto,Tailandia,11,7,18
2015,Julio,Venezuela,15019,17183,32202
2015,Julio,República Árabe Siria,0,4,4
2015,Agosto,Canadá,1167,1833,3000
2015,Septiembre,Sierra Leona,0,1,1
2015,Septiembre,Liechtenstein,2,0,2
2015,Julio,República Democrática del Congo,0,5,5
2015,Julio,Hong Kong,5,2,7
2015,Julio,Austria,299,377,676
2015,Septiembre,Ecuador,5647,8063,13710
2015,Septiembre,Reino Unido de Gran Bretaña e Irlanda del Norte,1025,2106,3131
2015,Septiembre,Líbano,25,36,61
2015,Septiembre,Iraq,0,5,5
2015,Agosto,Tanzania,1,4,5
2015,Agosto,Granada,1,5,6
2015,Julio,Suazilandia,0,3,3
2015,Septiembre,Bangladesh,3,14,17
2015,Agosto,Mozambique,1,2,3
2015,Julio,Irán,9,18,27
2015,Julio,Dominica,4,6,10
2015,Julio,Francia,2681,3862,6543
2015,Agosto,Honduras,256,431,687
2015,Julio,República CentroÁfricana,1,0,1
2015,Julio,Ghana,3,20,23
2015,Agosto,San Cristóbal y Nevis,1,5,6
2015,Septiembre,Mongolia,7,5,12
2015,Agosto,Jordania,0,10,10
2015,Septiembre,Eslovaquia,17,23,40
2015,Septiembre,Anguila/Territorio Británico de Ultramar,0,1,1
2015,Septiembre,Granada,0,4,4
2015,Agosto,República de Corea,259,564,823
2015,Septiembre,Grecia,23,66,89
2015,Julio,China,430,902,1332
2015,Agosto,Croacia,18,46,64
2015,Julio,Palestina,2,1,3
2015,Septiembre,Tanzania,2,1,3
2015,Julio,Aruba,1,4,5
2015,Agosto,Myanmar,1,3,4
2015,Agosto,Bahamas,12,12,24
2015,Septiembre,Haití,8,25,33
2015,Julio,Bahamas,19,25,44
2015,Septiembre,Macedonia,0,1,1
2015,Septiembre,Bahamas,5,15,20
2015,Septiembre,Montenegro,3,4,7
2015,Agosto,Venezuela,19561,20667,40228
2015,Septiembre,Austria,140,265,405
2015,Septiembre,Angola,1,3,4
2015,Agosto,Kirguistán,1,1,2
2015,Septiembre,Cuba,370,586,956
2015,Septiembre,Malasia,17,72,89
2015,Septiembre,Sri Lanka,2,5,7
2015,Julio,Bosnia y Herzegovina,2,2,4
2015,Julio,San Marino,2,1,3
2015,Julio,Eslovaquia,33,30,63
2015,Agosto,Guatemala,534,1060,1594
2015,Septiembre,Uruguay,392,612,1004
2015,Agosto,Nicaragua,93,124,217
2015,Julio,Benín,0,2,2
2015,Agosto,Sudáfrica,69,139,208
2015,Septiembre,Togo,0,2,2
2015,Julio,Costa Rica,1217,1672,2889
2015,Septiembre,Costa Rica,994,1479,2473
2015,Agosto,Nueva Zelanda,88,120,208
2015,Julio,Serbia,15,18,33
2015,Agosto,Kazajistán,7,6,13
2015,Julio,Uzbekistán,5,7,12
2015,Septiembre,Argentina,4265,5549,9814
2015,Julio,Barbados,21,26,47
2015,Septiembre,Chad,0,3,3
2015,Septiembre,Trinidad y Tobago,31,73,104
2015,Septiembre,Dinamarca,75,166,241
2015,Agosto,República de Irlanda,159,252,411
2015,Septiembre,Kuwait,2,9,11
2015,Agosto,Palestina,0,1,1
2015,Septiembre,Nigeria,2,18,20
2015,Agosto,República Democrática Popular  Lao,0,1,1
2015,Julio,República de Kosovo,0,1,1
2015,Septiembre,Finlandia,32,83,115
2015,Julio,Qatar,0,5,5
2015,Julio,República de Moldavia,4,3,7
2015,Agosto,Bermudas/Territorio Británico de Ultramar,5,1,6
2015,Agosto,Malasia,21,35,56
2015,Septiembre,San Marino,0,2,2
2015,Julio,Emiratos Árabes,7,22,29
2015,Julio,Eslovenia,23,37,60
2015,Septiembre,Senegal,1,5,6
2015,Julio,Finlandia,74,59,133
2015,Septiembre,Mauricio,1,4,5
2015,Septiembre,República Checa,30,52,82
2015,Septiembre,Zimbabue,2,19,21
2015,Septiembre,Afganistán,1,2,3
2015,Agosto,Indonesia,18,37,55
2015,Agosto,Trinidad y Tobago,63,94,157
2015,Agosto,Chad,0,1,1
2015,Agosto,China,421,959,1380
2015,Agosto,San  Vicente y las Granadinas,2,8,10
2015,Agosto,Albania,2,6,8
2015,Julio,Australia,475,785,1260
2015,Septiembre,Noruega,59,155,214
2015,Julio,Estados Unidos de América,19240,28274,47514
2015,Septiembre,República Democrática de Timor Oriental,0,1,1
2015,Agosto,Montenegro,1,3,4
2015,Agosto,Sierra Leona,0,5,5
2015,Agosto,Macedonia,0,1,1
2015,Julio,Kuwait,1,3,4
2015,Agosto,Togo,0,1,1
2015,Julio,Sri Lanka,4,7,11
2015,Septiembre,Canadá,748,1478,2226
2015,Julio,Dinamarca,191,279,470
2015,Julio,Guinea Bissau,0,2,2
2015,Julio,Omán,0,5,5
2015,Agosto,República Checa,31,59,90
2015,Septiembre,República de Belarús,2,7,9
2015,Julio,Kenia,21,47,68
2015,Septiembre,Tailandia,12,17,29
2015,Septiembre,Brasil,5442,6550,11992
2015,Septiembre,España,2961,6980,9941
2015,Agosto,Georgia,2,3,5
2015,Septiembre,Emiratos Árabes,0,8,8
2015,Julio,India,82,449,531
2015,Septiembre,República Del Congo,0,4,4
2015,Agosto,Japón,217,549,766
2015,Julio,Polonia,117,184,301
2015,Agosto,Islas Caimán/Territorio Británico de Ultramar,3,5,8
2015,Agosto,Uganda,7,8,15
2015,Septiembre,Malta,4,8,12
2015,Julio,Argentina,4578,5777,10355
2015,Agosto,Taiwán,62,83,145
2015,Septiembre,Indonesia,9,27,36
2015,Julio,República Árabe de Yemen,0,1,1
2015,Septiembre,Letonia,4,14,18
2015,Octubre,Estados Unidos de América,10516,20838,31354
2015,Octubre,Venezuela,12192,13225,25417
2015,Octubre,Ecuador,6796,8800,15596
2015,Octubre,Perú,6556,7823,14379
2015,Octubre,Brasil,6129,6863,12992
2015,Octubre,México,4535,8025,12560
2015,Octubre,Argentina,4074,5774,9848
2015,Octubre,Chile,4442,5180,9622
2015,Octubre,España,2899,6635,9534
2015,Octubre,Panamá,3122,3462,6584
2015,Octubre,Alemania,1787,2942,4729
2015,Octubre,Francia,1456,2771,4227
2015,Octubre,Países Bajos,1454,2255,3709
2015,Octubre,Reino Unido de Gran Bretaña e Irlanda del Norte,1000,2301,3301
2015,Octubre,Italia,749,2312,3061
2015,Octubre,Canadá,990,1754,2744
2015,Octubre,Costa Rica,1085,1501,2586
2015,Octubre,El Salvador,957,1174,2131
2015,Octubre,Guatemala,668,1217,1885
2015,Octubre,Bolivia,673,838,1511
2015,Octubre,Suiza,476,839,1315
2015,Octubre,República Dominicana,538,713,1251
2015,Octubre,Australia,420,765,1185
2015,Octubre,China,351,799,1150
2015,Octubre,Portugal,343,675,1018
2015,Octubre,Uruguay,378,570,948
2015,Octubre,Honduras,443,502,945
2015,Octubre,Cuba,337,559,896
2015,Octubre,República de Corea,211,537,748
2015,Octubre,Israel,137,583,720
2015,Octubre,Japón,134,560,694
2015,Octubre,Paraguay,385,286,671
2015,Octubre,Bélgica,188,463,651
2015,Octubre,Suecia,216,361,577
2015,Octubre,Federación de Rusia,233,314,547
2015,Octubre,India,54,466,520
2015,Octubre,Polonia,136,264,400
2015,Octubre,Austria,124,247,371
2015,Octubre,Dinamarca,110,242,352
2015,Octubre,República de Irlanda,136,213,349
2015,Octubre,Filipinas,31,277,308
2015,Octubre,Noruega,117,173,290
2015,Octubre,Taiwán,123,144,267
2015,Octubre,Nueva Zelanda,89,145,234
2015,Octubre,Nicaragua,107,120,227
2015,Octubre,Turquía,33,148,181
2015,Octubre,Rumania,51,112,163
2015,Octubre,Finlandia,53,99,152
2015,Octubre,República Checa,39,102,141
2015,Octubre,Sudáfrica,43,98,141
2015,Octubre,Trinidad y Tobago,43,82,125
2015,Octubre,Jamaica,56,61,117
2015,Octubre,Hungría,47,68,115
2015,Octubre,Grecia,25,81,106
2015,Octubre,Ucrania,38,52,90
2015,Octubre,Tailandia,45,43,88
2015,Octubre,Croacia,11,63,74
2015,Octubre,Surinam,20,48,68
2015,Octubre,Lituania,35,30,65
2015,Octubre,Eslovaquia,27,36,63
2015,Octubre,Malasia,21,40,61
2015,Octubre,Bulgaria,23,35,58
2015,Octubre,Líbano,15,42,57
2015,Octubre,Indonesia,9,40,49
2015,Octubre,Barbados,15,28,43
2015,Octubre,Singapur,21,22,43
2015,Octubre,Eslovenia,12,29,41
2015,Octubre,Haití,11,30,41
2015,Octubre,Letonia,17,21,38
2015,Octubre,Guyana,13,19,32
2015,Octubre,Luxemburgo,11,21,32
2015,Octubre,República de Belarús,14,13,27
2015,Octubre,Egipto,11,15,26
2015,Octubre,Estonia,7,19,26
2015,Octubre,Islandia,13,13,26
2015,Octubre,Pakistán,8,16,24
2015,Octubre,Belice,6,16,22
2015,Octubre,Irán,0,20,20
2015,Octubre,Marruecos,8,12,20
2015,Octubre,Antigua y Barbuda,6,13,19
2015,Octubre,Bahamas,8,11,19
2015,Octubre,Hong Kong,12,4,16
2015,Octubre,Santa Lucia,4,11,15
2015,Octubre,Bermudas/Territorio Británico de Ultramar,6,8,14
2015,Octubre,Nepal,1,13,14
2015,Octubre,Azerbaiyán,3,10,13
2015,Octubre,Kazajistán,6,6,12
2015,Octubre,Kenia,6,6,12
2015,Octubre,Argelia,1,10,11
2015,Octubre,Malta,3,8,11
2015,Octubre,Vietnam,10,1,11
2015,Octubre,Andorra,1,8,9
2015,Octubre,San  Vicente y las Granadinas,3,6,9
2015,Octubre,Granada,2,6,8
2015,Octubre,Nigeria,1,7,8
2015,Octubre,Georgia,2,5,7
2015,Octubre,Kirguistán,1,6,7
2015,Octubre,Serbia,1,6,7
2015,Octubre,Arabia Saudita,0,6,6
2015,Octubre,Dominica,3,3,6
2015,Octubre,Emiratos Árabes,0,6,6
2015,Octubre,Mauricio,2,4,6
2015,Octubre,San Cristóbal y Nevis,2,4,6
2015,Octubre,Zimbabue,0,6,6
2015,Octubre,Chipre,1,4,5
2015,Octubre,Túnez,1,4,5
2015,Octubre,Uzbekistán,1,4,5
2015,Octubre,Albania,0,4,4
2015,Octubre,Bangladesh,1,3,4
2015,Octubre,Bosnia y Herzegovina,2,2,4
2015,Octubre,Islas Caimán/Territorio Británico de Ultramar,4,0,4
2015,Octubre,Camerún,0,4,4
2015,Octubre,República Democrática del Congo,1,3,4
2015,Octubre,Madagascar,2,2,4
2015,Octubre,Malí,2,2,4
2015,Octubre,Qatar,0,4,4
2015,Octubre,Zambia,2,2,4
2015,Octubre,Benín,0,3,3
2015,Octubre,Chad,1,2,3
2015,Octubre,Guinea,1,2,3
2015,Octubre,Jordania,1,2,3
2015,Octubre,Liechtenstein,1,2,3
2015,Octubre,Macedonia,0,3,3
2015,Octubre,Myanmar,1,2,3
2015,Octubre,Palestina,0,3,3
2015,Octubre,Senegal,0,3,3
2015,Octubre,República Árabe Siria,1,2,3
2015,Octubre,Sri Lanka,0,3,3
2015,Octubre,Uganda,2,1,3
2015,Octubre,Angola,0,2,2
2015,Octubre,Bahréin,0,2,2
2015,Octubre,Burundi,2,0,2
2015,Octubre,Costa de Marfil,0,2,2
2015,Octubre,Ghana,0,2,2
2015,Octubre,Kuwait,0,2,2
2015,Octubre,Mozambique,1,1,2
2015,Octubre,Tanzania,1,1,2
2015,Octubre,Togo,1,1,2
2015,Octubre,República Árabe de Yemen,0,2,2
2015,Octubre,República de Armenia,1,0,1
2015,Octubre,Cabo Verde,0,1,1
2015,Octubre,Etiopia,0,1,1
2015,Octubre,Gambia,1,0,1
2015,Octubre,Guinea Ecuatorial,1,0,1
2015,Octubre,Iraq,0,1,1
2015,Octubre,Kiribati,0,1,1
2015,Octubre,República de Kosovo,0,1,1
2015,Octubre,Mónaco,0,1,1
2015,Octubre,Mongolia,1,0,1
2015,Octubre,Micronesia,0,1,1
2015,Octubre,Namibia,0,1,1
2015,Octubre,Rwanda,1,0,1
2015,Octubre,Samoa Occidental,1,0,1
2015,Octubre,República de Tayikistán,0,1,1
2015,Octubre,Anguila/Territorio Británico de Ultramar,0,1,1
2015,Octubre,S/E,54,121,175
2015,Noviembre,Estados Unidos de América,12530,24026,36556
2015,Noviembre,Venezuela,12214,13777,25991
2015,Noviembre,México,4350,8727,13077
